ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
1560665_at,1.95E-02,1.13E-02,4.64,SCPEP1,serine carboxypeptidase 1
218217_at,3.40E-01,2.94E-01,1.24,SCPEP1,serine carboxypeptidase 1
205475_at,1.51E-16,5.13E-19,5.89E+01,SCRG1,stimulator of chondrogenesis 1
243984_at,7.74E-10,3.47E-11,2.91E+01,SCRG1,stimulator of chondrogenesis 1
212556_at,5.36E-02,3.56E-02,3.42,SCRIB,scribbled planar cell polarity protein
201462_at,1.53E-01,1.18E-01,2.17,SCRN1,secernin 1
228730_s_at,1.71E-06,2.51E-07,1.71E+01,SCRN2,secernin 2
225513_at,2.58E-02,1.55E-02,4.3,SCRN2,secernin 2
222849_s_at,4.95E-07,6.03E-08,1.89E+01,SCRN3,secernin 3
219234_x_at,2.85E-06,4.51E-07,1.64E+01,SCRN3,secernin 3
1555595_at,1.61E-04,4.65E-05,1.08E+01,SCRN3,secernin 3
232108_at,1.86E-01,1.48E-01,1.94,SCRN3,secernin 3
228761_at,2.86E-09,1.56E-10,2.69E+01,SCRT1,scratch family transcriptional repressor 1
221026_s_at,1.64E-01,1.27E-01,2.09,SCRT1,scratch family transcriptional repressor 1
221198_at,4.50E-02,2.92E-02,3.63,SCT,secretin
210382_at,1.41E-01,1.08E-01,2.27,SCTR,secretin receptor
1565737_at,3.17E-01,2.71E-01,1.32,SCTR,secretin receptor
1565738_at,8.03E-01,7.80E-01,2.49E-01,SCTR,secretin receptor
233988_x_at,1.13E-03,4.37E-04,8.21,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1"
219197_s_at,2.72E-06,4.28E-07,1.64E+01,SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2"
228407_at,4.28E-03,2.00E-03,6.52,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3"
217600_at,8.19E-03,4.20E-03,5.71,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3"
230290_at,3.88E-02,2.47E-02,3.81,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3"
230253_at,5.01E-02,3.30E-02,3.5,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3"
229601_at,4.80E-04,1.63E-04,9.32,SCYL1,SCY1 like pseudokinase 1
223033_s_at,1.46E-01,1.11E-01,2.23,SCYL1,SCY1 like pseudokinase 1
224960_at,8.74E-04,3.24E-04,8.54,SCYL2,SCY1 like pseudokinase 2
221220_s_at,1.46E-03,5.84E-04,7.88,SCYL2,SCY1 like pseudokinase 2
224961_at,4.13E-02,2.65E-02,3.73,SCYL2,SCY1 like pseudokinase 2
41329_at,6.61E-05,1.66E-05,1.20E+01,SCYL3,SCY1 like pseudokinase 3
231111_at,5.88E-02,3.96E-02,3.31,SCYL3,SCY1 like pseudokinase 3
205607_s_at,1.53E-01,1.18E-01,2.17,SCYL3,SCY1 like pseudokinase 3
218607_s_at,1.41E-06,2.02E-07,1.74E+01,SDAD1,SDA1 domain containing 1
228408_s_at,2.51E-02,1.50E-02,4.33,SDAD1,SDA1 domain containing 1
224037_at,1.28E-01,9.59E-02,2.39,SDAD1,SDA1 domain containing 1
201287_s_at,1.13E-04,3.10E-05,1.12E+01,SDC1,syndecan 1
201286_at,7.31E-04,2.64E-04,8.78,SDC1,syndecan 1
212157_at,1.29E-06,1.81E-07,1.75E+01,SDC2,syndecan 2
212154_at,5.31E-06,9.29E-07,1.55E+01,SDC2,syndecan 2
212158_at,4.69E-03,2.22E-03,6.4,SDC2,syndecan 2
202898_at,6.13E-04,2.16E-04,9,SDC3,syndecan 3
1554864_a_at,2.82E-01,2.37E-01,1.45,SDC3,syndecan 3
202071_at,4.20E-05,9.94E-06,1.26E+01,SDC4,syndecan 4
200958_s_at,1.91E-01,1.52E-01,1.91,SDCBP,syndecan binding protein
236669_at,1.21E-02,6.52E-03,5.23,SDCBP2-AS1,SDCBP2 antisense RNA 1
239248_at,4.56E-02,2.96E-02,3.61,SDCBP2-AS1,SDCBP2 antisense RNA 1
233530_at,2.74E-01,2.30E-01,1.49,SDCBP2-AS1,SDCBP2 antisense RNA 1
236520_at,9.23E-01,9.14E-01,9.05E-02,SDCBP2-AS1,SDCBP2 antisense RNA 1
1569952_x_at,1.11E-05,2.17E-06,1.44E+01,SDCBPP2,syndecan binding protein pseudogene 2
238111_at,1.48E-06,2.12E-07,1.73E+01,SDCCAG3,serologically defined colon cancer antigen 3
218427_at,2.69E-04,8.39E-05,1.01E+01,SDCCAG3,serologically defined colon cancer antigen 3
230058_at,7.46E-03,3.78E-03,5.82,SDCCAG3,serologically defined colon cancer antigen 3
1553034_at,1.29E-07,1.27E-08,2.09E+01,SDCCAG8,serologically defined colon cancer antigen 8
243772_at,2.59E-02,1.56E-02,4.29,SDCCAG8,serologically defined colon cancer antigen 8
227785_at,3.58E-02,2.25E-02,3.91,SDCCAG8,serologically defined colon cancer antigen 8
1554237_at,4.50E-02,2.92E-02,3.63,SDCCAG8,serologically defined colon cancer antigen 8
244103_at,3.50E-11,9.74E-13,3.44E+01,SDE2,SDE2 telomere maintenance homolog
1553338_at,7.89E-01,7.64E-01,2.69E-01,SDE2,SDE2 telomere maintenance homolog
203090_at,1.09E-07,1.05E-08,2.12E+01,SDF2,stromal cell derived factor 2
218681_s_at,2.34E-05,5.08E-06,1.34E+01,SDF2L1,stromal cell derived factor 2 like 1
221972_s_at,5.13E-16,2.23E-18,5.62E+01,SDF4,stromal cell derived factor 4
232032_x_at,8.95E-14,9.44E-16,4.55E+01,SDF4,stromal cell derived factor 4
217855_x_at,4.87E-11,1.42E-12,3.38E+01,SDF4,stromal cell derived factor 4
224472_x_at,1.79E-10,6.39E-12,3.15E+01,SDF4,stromal cell derived factor 4
201093_x_at,9.65E-05,2.58E-05,1.15E+01,SDHA,succinate dehydrogenase complex flavoprotein subunit A
44669_at,1.90E-04,5.64E-05,1.05E+01,SDHAF1,succinate dehydrogenase complex assembly factor 1
221855_at,2.45E-03,1.06E-03,7.22,SDHAF1,succinate dehydrogenase complex assembly factor 1
223048_at,4.48E-04,1.51E-04,9.41,SDHAF2,succinate dehydrogenase complex assembly factor 2
218981_at,1.31E-02,7.18E-03,5.13,SDHAF3,succinate dehydrogenase complex assembly factor 3
238504_at,1.36E-04,3.83E-05,1.10E+01,SDHAF4,succinate dehydrogenase complex assembly factor 4
226693_at,1.36E-01,1.03E-01,2.31,SDHAP2///LINC00969///SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///long intergenic non-protein coding RNA 969///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
222021_x_at,5.15E-06,8.97E-07,1.55E+01,SDHAP2///SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
230077_at,4.62E-05,1.11E-05,1.25E+01,SDHAP2///SDHAP1///LOC220729///SDHA,succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1///succinate dehydrogenase complex flavoprotein subunit A pseudogene///succinate dehydrogenase complex flavoprotein subunit A
234297_at,5.42E-01,5.00E-01,6.98E-01,SDHAP3///RGS8,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3///regulator of G-protein signaling 8
214166_at,1.35E-01,1.02E-01,2.32,SDHB,succinate dehydrogenase complex iron sulfur subunit B
202675_at,1.59E-01,1.23E-01,2.13,SDHB,succinate dehydrogenase complex iron sulfur subunit B
238191_at,1.12E-03,4.30E-04,8.23,SDHC,succinate dehydrogenase complex subunit C
202004_x_at,1.42E-02,7.88E-03,5.03,SDHC,succinate dehydrogenase complex subunit C
232107_at,2.07E-02,1.20E-02,4.57,SDHC,succinate dehydrogenase complex subunit C
210131_x_at,2.13E-02,1.25E-02,4.53,SDHC,succinate dehydrogenase complex subunit C
216591_s_at,2.44E-02,1.46E-02,4.37,SDHC,succinate dehydrogenase complex subunit C
215088_s_at,1.19E-01,8.88E-02,2.47,SDHC,succinate dehydrogenase complex subunit C
238056_at,7.94E-01,7.70E-01,2.62E-01,SDHC,succinate dehydrogenase complex subunit C
202026_at,3.78E-03,1.73E-03,6.68,SDHD,succinate dehydrogenase complex subunit D
215652_at,4.07E-01,3.61E-01,1.03,SDHD,succinate dehydrogenase complex subunit D
229912_at,3.93E-04,1.30E-04,9.59,SDK1,sidekick cell adhesion molecule 1
229407_at,4.30E-03,2.01E-03,6.51,SDK1,sidekick cell adhesion molecule 1
242064_at,1.57E-04,4.53E-05,1.08E+01,SDK2,sidekick cell adhesion molecule 2
233585_at,1.92E-02,1.11E-02,4.66,SDK2,sidekick cell adhesion molecule 2
220628_s_at,5.22E-02,3.46E-02,3.45,SDK2,sidekick cell adhesion molecule 2
232061_at,1.16E-01,8.61E-02,2.5,SDK2,sidekick cell adhesion molecule 2
234073_at,2.28E-01,1.86E-01,1.7,SDK2,sidekick cell adhesion molecule 2
222717_at,3.40E-09,1.92E-10,2.66E+01,SDPR,serum deprivation response
218711_s_at,9.52E-07,1.28E-07,1.79E+01,SDPR,serum deprivation response
238017_at,3.85E-07,4.51E-08,1.93E+01,SDR16C5,"short chain dehydrogenase/reductase family 16C, member 5"
213398_s_at,7.23E-09,4.58E-10,2.54E+01,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
229522_at,1.08E-01,7.91E-02,2.59,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1"
241356_at,1.16E-01,8.58E-02,2.5,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1"
1553077_at,3.71E-01,3.24E-01,1.14,SDR9C7,"short chain dehydrogenase/reductase family 9C, member 7"
1555539_at,8.22E-03,4.22E-03,5.7,SDS,serine dehydratase
205695_at,3.84E-01,3.37E-01,1.1,SDS,serine dehydratase
228274_at,2.83E-07,3.16E-08,1.97E+01,SDSL,serine dehydratase like
234256_at,7.18E-03,3.61E-03,5.87,SEBOX///VTN,SEBOX homeobox///vitronectin
204534_at,5.64E-02,3.78E-02,3.36,SEBOX///VTN,SEBOX homeobox///vitronectin
216274_s_at,4.70E-08,3.96E-09,2.25E+01,SEC11A,"SEC11 homolog A, signal peptidase complex subunit"
201290_at,3.01E-06,4.80E-07,1.63E+01,SEC11A,"SEC11 homolog A, signal peptidase complex subunit"
223299_at,2.62E-03,1.14E-03,7.14,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
235676_at,5.26E-03,2.54E-03,6.25,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
207707_s_at,2.27E-10,8.45E-12,3.11E+01,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component"
202082_s_at,4.76E-05,1.15E-05,1.24E+01,SEC14L1,SEC14 like lipid binding 1
202083_s_at,1.76E-04,5.14E-05,1.07E+01,SEC14L1,SEC14 like lipid binding 1
202084_s_at,1.73E-01,1.36E-01,2.03,SEC14L1,SEC14 like lipid binding 1
240036_at,4.98E-01,4.53E-01,7.97E-01,SEC14L1,SEC14 like lipid binding 1
217667_at,4.45E-02,2.89E-02,3.64,SEC14L1P1,SEC14 like 1 pseudogene 1
232894_at,3.35E-04,1.08E-04,9.79,SEC14L2,SEC14 like lipid binding 2
240024_at,2.85E-02,1.74E-02,4.18,SEC14L2,SEC14 like lipid binding 2
204541_at,1.11E-01,8.21E-02,2.55,SEC14L2,SEC14 like lipid binding 2
232895_s_at,6.63E-01,6.27E-01,4.68E-01,SEC14L2,SEC14 like lipid binding 2
230316_at,6.96E-01,6.62E-01,4.14E-01,SEC14L2,SEC14 like lipid binding 2
241221_at,4.57E-05,1.09E-05,1.25E+01,SEC14L3,SEC14 like lipid binding 3
216346_at,1.76E-01,1.38E-01,2.01,SEC14L3,SEC14 like lipid binding 3
240699_at,9.87E-01,9.85E-01,1.54E-02,SEC14L3,SEC14 like lipid binding 3
216402_at,4.92E-07,5.97E-08,1.89E+01,SEC14L4,SEC14 like lipid binding 4
239492_at,1.13E-03,4.35E-04,8.21,SEC14L4,SEC14 like lipid binding 4
210169_at,2.21E-01,1.79E-01,1.74,SEC14L5,SEC14 like lipid binding 5
215696_s_at,2.82E-05,6.29E-06,1.31E+01,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor"
1564423_a_at,3.97E-11,1.12E-12,3.41E+01,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor"
228150_at,6.85E-11,2.09E-12,3.32E+01,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor"
1552880_at,8.31E-11,2.61E-12,3.29E+01,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor"
239618_at,1.63E-05,3.36E-06,1.39E+01,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor"
1555289_at,9.22E-03,4.81E-03,5.56,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor"
237598_at,1.61E-01,1.25E-01,2.11,SEC1P,"secretory blood group 1, pseudogene"
238078_at,9.59E-06,1.83E-06,1.46E+01,SEC22A,"SEC22 homolog A, vesicle trafficking protein"
218703_at,3.28E-03,1.47E-03,6.85,SEC22A,"SEC22 homolog A, vesicle trafficking protein"
214257_s_at,1.46E-10,5.03E-12,3.19E+01,SEC22B,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
233020_at,1.73E-04,5.04E-05,1.07E+01,SEC22B,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
236268_at,9.25E-07,1.23E-07,1.80E+01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
239056_at,3.61E-06,5.94E-07,1.60E+01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
225460_at,1.54E-05,3.16E-06,1.40E+01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
224470_at,3.86E-05,9.04E-06,1.27E+01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
235120_at,5.45E-01,5.02E-01,6.93E-01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
239013_at,6.77E-01,6.43E-01,4.44E-01,SEC22C,"SEC22 homolog C, vesicle trafficking protein"
204344_s_at,3.26E-14,3.00E-16,4.74E+01,SEC23A,"Sec23 homolog A, coat complex II component"
212887_at,1.12E-07,1.08E-08,2.12E+01,SEC23A,"Sec23 homolog A, coat complex II component"
201583_s_at,2.35E-05,5.11E-06,1.34E+01,SEC23B,"Sec23 homolog B, coat complex II component"
210293_s_at,5.42E-05,1.33E-05,1.22E+01,SEC23B,"Sec23 homolog B, coat complex II component"
201582_at,4.55E-02,2.96E-02,3.62,SEC23B,"Sec23 homolog B, coat complex II component"
1558919_a_at,1.18E-05,2.32E-06,1.43E+01,SEC23IP,SEC23 interacting protein
216392_s_at,7.35E-04,2.66E-04,8.77,SEC23IP,SEC23 interacting protein
209175_at,2.60E-01,2.16E-01,1.55,SEC23IP,SEC23 interacting protein
209176_at,3.38E-01,2.91E-01,1.25,SEC23IP,SEC23 interacting protein
244841_at,3.61E-05,8.37E-06,1.28E+01,SEC24A,"SEC24 homolog A, COPII coat complex component"
212902_at,1.19E-03,4.61E-04,8.15,SEC24A,"SEC24 homolog A, COPII coat complex component"
212900_at,8.65E-02,6.16E-02,2.85,SEC24A,"SEC24 homolog A, COPII coat complex component"
202798_at,1.27E-10,4.31E-12,3.21E+01,SEC24B,"SEC24 homolog B, COPII coat complex component"
1569713_at,9.02E-01,8.89E-01,1.17E-01,SEC24B-AS1,SEC24B antisense RNA 1
202361_at,7.02E-09,4.43E-10,2.55E+01,SEC24C,"SEC24 homolog C, COPII coat complex component"
215641_at,3.15E-06,5.07E-07,1.62E+01,SEC24D,"SEC24 homolog D, COPII coat complex component"
202375_at,9.31E-05,2.47E-05,1.15E+01,SEC24D,"SEC24 homolog D, COPII coat complex component"
215209_at,2.41E-02,1.43E-02,4.38,SEC24D,"SEC24 homolog D, COPII coat complex component"
200945_s_at,4.33E-11,1.24E-12,3.40E+01,SEC31A,"SEC31 homolog A, COPII coat complex component"
210616_s_at,1.88E-05,3.95E-06,1.37E+01,SEC31A,"SEC31 homolog A, COPII coat complex component"
209889_at,8.26E-03,4.24E-03,5.69,SEC31B,"SEC31 homolog B, COPII coat complex component"
222385_x_at,5.85E-14,5.81E-16,4.63E+01,SEC61A1,Sec61 translocon alpha 1 subunit
217716_s_at,1.90E-09,9.82E-11,2.76E+01,SEC61A1,Sec61 translocon alpha 1 subunit
228747_at,8.14E-03,4.17E-03,5.71,SEC61A2,Sec61 translocon alpha 2 subunit
230215_at,9.99E-02,7.25E-02,2.68,SEC61A2,Sec61 translocon alpha 2 subunit
219499_at,2.79E-01,2.34E-01,1.47,SEC61A2,Sec61 translocon alpha 2 subunit
203133_at,5.08E-05,1.24E-05,1.23E+01,SEC61B,Sec61 translocon beta subunit
244700_at,7.30E-01,7.00E-01,3.58E-01,SEC61B,Sec61 translocon beta subunit
203484_at,1.01E-03,3.82E-04,8.36,SEC61G,Sec61 translocon gamma subunit
225352_at,6.37E-09,3.96E-10,2.56E+01,SEC62,"SEC62 homolog, preprotein translocation factor"
1552789_at,1.86E-06,2.76E-07,1.70E+01,SEC62,"SEC62 homolog, preprotein translocation factor"
208943_s_at,1.84E-05,3.86E-06,1.37E+01,SEC62,"SEC62 homolog, preprotein translocation factor"
1552790_a_at,6.43E-05,1.61E-05,1.20E+01,SEC62,"SEC62 homolog, preprotein translocation factor"
208942_s_at,1.46E-03,5.82E-04,7.89,SEC62,"SEC62 homolog, preprotein translocation factor"
201915_at,2.92E-09,1.60E-10,2.69E+01,SEC63,"SEC63 homolog, protein translocation regulator"
235395_at,2.22E-08,1.68E-09,2.36E+01,SEC63,"SEC63 homolog, protein translocation regulator"
229969_at,3.53E-06,5.78E-07,1.60E+01,SEC63,"SEC63 homolog, protein translocation regulator"
201916_s_at,8.95E-06,1.69E-06,1.47E+01,SEC63,"SEC63 homolog, protein translocation regulator"
201914_s_at,8.59E-03,4.44E-03,5.65,SEC63,"SEC63 homolog, protein translocation regulator"
218265_at,1.35E-02,7.41E-03,5.09,SECISBP2,SECIS binding protein 2
224250_s_at,1.04E-01,7.58E-02,2.63,SECISBP2,SECIS binding protein 2
212450_at,3.22E-07,3.66E-08,1.96E+01,SECISBP2L,SECIS binding protein 2 like
212451_at,6.11E-03,3.01E-03,6.07,SECISBP2L,SECIS binding protein 2 like
213716_s_at,3.06E-06,4.90E-07,1.63E+01,SECTM1,secreted and transmembrane 1
221931_s_at,2.36E-01,1.94E-01,1.66,SEH1L,SEH1 like nucleoporin
223225_s_at,4.12E-01,3.65E-01,1.01,SEH1L,SEH1 like nucleoporin
202062_s_at,3.02E-04,9.59E-05,9.93,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
202064_s_at,9.36E-04,3.51E-04,8.45,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
202061_s_at,2.05E-03,8.59E-04,7.45,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
202063_s_at,3.38E-03,1.52E-03,6.82,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
234018_s_at,1.81E-02,1.03E-02,4.73,SEL1L2,SEL1L2 ERAD E3 ligase adaptor subunit
209631_s_at,6.41E-02,4.37E-02,3.21,SEL1L2///GPR37,SEL1L2 ERAD E3 ligase adaptor subunit///G protein-coupled receptor 37
235353_at,8.35E-06,1.56E-06,1.48E+01,SEL1L3,SEL1L family member 3
212311_at,3.26E-04,1.05E-04,9.83,SEL1L3,SEL1L family member 3
212314_at,3.46E-03,1.57E-03,6.79,SEL1L3,SEL1L family member 3
230232_at,3.38E-01,2.91E-01,1.25,SEL1L3,SEL1L family member 3
206211_at,8.57E-01,8.40E-01,1.75E-01,SELE,selectin E
214433_s_at,2.77E-09,1.51E-10,2.70E+01,SELENBP1,selenium binding protein 1
223070_at,5.22E-01,4.78E-01,7.43E-01,SELK,selenoprotein K
204563_at,4.81E-03,2.29E-03,6.37,SELL,selectin L
226051_at,7.62E-08,6.88E-09,2.17E+01,SELM,selenoprotein M
233167_at,1.04E-01,7.59E-02,2.63,SELO,selenoprotein O
233168_s_at,1.86E-01,1.48E-01,1.94,SELO,selenoprotein O
206049_at,1.92E-09,9.91E-11,2.76E+01,SELP,selectin P
209879_at,1.81E-04,5.31E-05,1.06E+01,SELPLG,selectin P ligand
209880_s_at,8.55E-03,4.41E-03,5.65,SELPLG,selectin P ligand
217811_at,9.11E-04,3.40E-04,8.49,SELT,selenoprotein T
225561_at,3.58E-01,3.12E-01,1.18,SELT,selenoprotein T
206805_at,7.14E-10,3.18E-11,2.92E+01,SEMA3A,semaphorin 3A
244849_at,2.48E-07,2.71E-08,1.99E+01,SEMA3A,semaphorin 3A
244163_at,4.34E-07,5.17E-08,1.91E+01,SEMA3A,semaphorin 3A
203070_at,4.16E-01,3.69E-01,1,SEMA3B,semaphorin 3B
203789_s_at,2.20E-07,2.36E-08,2.01E+01,SEMA3C,semaphorin 3C
203788_s_at,2.64E-04,8.19E-05,1.01E+01,SEMA3C,semaphorin 3C
215324_at,4.43E-01,3.96E-01,9.32E-01,SEMA3D,semaphorin 3D
215643_at,4.70E-01,4.25E-01,8.61E-01,SEMA3D,semaphorin 3D
206941_x_at,1.48E-11,3.53E-13,3.59E+01,SEMA3E,semaphorin 3E
206832_s_at,2.98E-02,1.83E-02,4.13,SEMA3F,semaphorin 3F
209730_at,4.03E-02,2.57E-02,3.76,SEMA3F,semaphorin 3F
35666_at,1.45E-01,1.11E-01,2.24,SEMA3F,semaphorin 3F
219689_at,2.15E-03,9.10E-04,7.39,SEMA3G,semaphorin 3G
219259_at,6.35E-07,8.03E-08,1.85E+01,SEMA4A,semaphorin 4A
234072_at,5.91E-02,3.99E-02,3.3,SEMA4A,semaphorin 4A
234725_s_at,1.04E-01,7.55E-02,2.63,SEMA4B,semaphorin 4B
46665_at,4.09E-09,2.38E-10,2.63E+01,SEMA4C,semaphorin 4C
219039_at,1.14E-03,4.40E-04,8.2,SEMA4C,semaphorin 4C
228891_at,4.15E-06,6.96E-07,1.58E+01,SEMA4D,semaphorin 4D
203528_at,6.17E-06,1.10E-06,1.52E+01,SEMA4D,semaphorin 4D
208124_s_at,3.62E-09,2.06E-10,2.65E+01,SEMA4F,ssemaphorin 4F
210124_x_at,1.06E-08,7.16E-10,2.48E+01,SEMA4F,ssemaphorin 4F
228660_x_at,1.12E-06,1.53E-07,1.77E+01,SEMA4F,ssemaphorin 4F
203483_at,2.24E-02,1.32E-02,4.47,SEMA4G,semaphorin 4G
219194_at,2.61E-01,2.17E-01,1.54,SEMA4G,semaphorin 4G
205405_at,4.19E-06,7.04E-07,1.58E+01,SEMA5A,semaphorin 5A
213169_at,2.57E-05,5.66E-06,1.33E+01,SEMA5A,semaphorin 5A
229427_at,1.14E-04,3.11E-05,1.12E+01,SEMA5A,semaphorin 5A
223610_at,7.59E-04,2.76E-04,8.73,SEMA5B,semaphorin 5B
1558338_at,7.19E-06,1.32E-06,1.50E+01,SEMA6A,semaphorin 6A
225660_at,3.28E-02,2.04E-02,4.01,SEMA6A,semaphorin 6A
223449_at,9.18E-02,6.59E-02,2.78,SEMA6A,semaphorin 6A
215028_at,1.24E-01,9.26E-02,2.42,SEMA6A,semaphorin 6A
220454_s_at,1.58E-01,1.23E-01,2.13,SEMA6A,semaphorin 6A
224182_x_at,9.77E-07,1.32E-07,1.79E+01,SEMA6B,semaphorin 6B
223567_at,4.31E-06,7.27E-07,1.58E+01,SEMA6B,semaphorin 6B
220778_x_at,8.07E-04,2.96E-04,8.65,SEMA6B,semaphorin 6B
208100_x_at,5.44E-03,2.64E-03,6.21,SEMA6C,semaphorin 6C
233882_s_at,1.12E-08,7.57E-10,2.47E+01,SEMA6D,semaphorin 6D
226492_at,1.46E-08,1.03E-09,2.43E+01,SEMA6D,semaphorin 6D
220574_at,1.62E-07,1.65E-08,2.06E+01,SEMA6D,semaphorin 6D
233801_s_at,7.83E-06,1.45E-06,1.49E+01,SEMA6D,semaphorin 6D
244746_at,4.89E-01,4.44E-01,8.17E-01,SEMA6D,semaphorin 6D
210083_at,2.80E-03,1.23E-03,7.05,SEMA7A,semaphorin 7A (John Milton Hagen blood group)
230345_at,9.34E-03,4.88E-03,5.54,SEMA7A,semaphorin 7A (John Milton Hagen blood group)
206442_at,2.00E-02,1.16E-02,4.61,SEMG1,semenogelin I
216030_s_at,8.63E-01,8.46E-01,1.67E-01,SEMG2,semenogelin II
239641_at,4.90E-03,2.34E-03,6.35,SENCR,smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA
1552812_a_at,2.40E-02,1.43E-02,4.39,SENP1,SUMO1/sentrin specific peptidase 1
226619_at,2.99E-02,1.83E-02,4.12,SENP1,SUMO1/sentrin specific peptidase 1
228380_at,4.11E-02,2.64E-02,3.74,SENP2,SUMO1/sentrin/SMT3 specific peptidase 2
222523_at,8.91E-02,6.37E-02,2.81,SENP2,SUMO1/sentrin/SMT3 specific peptidase 2
218122_s_at,1.34E-01,1.01E-01,2.33,SENP2,SUMO1/sentrin/SMT3 specific peptidase 2
203871_at,1.85E-04,5.45E-05,1.06E+01,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3
215114_at,1.82E-02,1.04E-02,4.73,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3
215113_s_at,2.51E-05,5.51E-06,1.33E+01,SENP3-EIF4A1///SENP3,SENP3-EIF4A1 readthrough (NMD candidate)///SUMO1/sentrin/SMT3 specific peptidase 3
222110_at,2.36E-02,1.40E-02,4.41,SENP5,SUMO1/sentrin specific peptidase 5
213184_at,6.64E-02,4.55E-02,3.16,SENP5,SUMO1/sentrin specific peptidase 5
57703_at,9.90E-01,9.88E-01,1.19E-02,SENP5,SUMO1/sentrin specific peptidase 5
214790_at,1.10E-17,2.38E-20,6.49E+01,SENP6,SUMO1/sentrin specific peptidase 6
202319_at,9.12E-07,1.21E-07,1.80E+01,SENP6,SUMO1/sentrin specific peptidase 6
202318_s_at,9.31E-06,1.77E-06,1.47E+01,SENP6,SUMO1/sentrin specific peptidase 6
220735_s_at,1.22E-09,5.92E-11,2.83E+01,SENP7,SUMO1/sentrin specific peptidase 7
223444_at,1.39E-05,2.81E-06,1.41E+01,SENP7,SUMO1/sentrin specific peptidase 7
1552684_a_at,2.58E-01,2.14E-01,1.56,SENP8,"SUMO/sentrin peptidase family member, NEDD8 specific"
228398_at,6.14E-01,5.75E-01,5.55E-01,SENP8,"SUMO/sentrin peptidase family member, NEDD8 specific"
208939_at,1.74E-10,6.18E-12,3.16E+01,SEPHS1,selenophosphate synthetase 1
208941_s_at,4.79E-09,2.85E-10,2.61E+01,SEPHS1,selenophosphate synthetase 1
208940_at,1.09E-06,1.49E-07,1.77E+01,SEPHS1,selenophosphate synthetase 1
200961_at,3.33E-02,2.07E-02,3.99,SEPHS2,selenophosphate synthetase 2
224659_at,3.20E-16,1.28E-18,5.72E+01,SEPN1,"selenoprotein N, 1"
201427_s_at,4.96E-04,1.69E-04,9.28,SEPP1,"selenoprotein P, plasma, 1"
231669_at,7.85E-04,2.87E-04,8.68,SEPP1,"selenoprotein P, plasma, 1"
229620_at,1.74E-03,7.11E-04,7.66,SEPP1,"selenoprotein P, plasma, 1"
227982_at,6.14E-02,4.16E-02,3.26,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
235516_at,1.64E-01,1.28E-01,2.09,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
1569634_at,1.77E-01,1.40E-01,2,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
1553167_a_at,7.68E-01,7.41E-01,3.01E-01,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
231730_at,8.74E-01,8.59E-01,1.52E-01,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
